,city,district,region,metro,adress,age_of_construction,rooms_in_flat,rooms_to_rent,apartment_layout,ceiling_height,restroom,bathroom,remont,window_view,floor_of_flat,height,to_metro,type_of_way,price,kitchen_size,room_size,building_age,share_in_flat,remont_scale,price_per_square
223,Москва,СЗАО,р-н Щукино,Покровское-Стрешнево,улица Маршала Новикова 15,1959.0,5.0,1.0,,,1 раздельный,Есть,Евроремонт,1.0,1.0,5.0,15,пешком,13000,8.63880341880342,8.0,62.0,0.2,2,1625.0
224,Москва,ЮВАО,р-н Лефортово,Лефортово,1-й Краснокурсантский проезд 3/5,1969.0,3.0,2.0,Смежная,,1 раздельный,Есть,Косметический,,4.0,12.0,14,пешком,25000,9.0,30.0,52.0,0.6666666666666666,1,833.3333333333334
225,Москва,ЗелАО,р-н Крюково,Пятницкое шоссе,Зеленоград мкр. 20-й,2008.0,3.0,1.0,Изолированная,,2 раздельных,Есть,Косметический,0.0,8.0,12.0,157,на транспорте,12000,10.0,12.0,13.0,0.3333333333333333,1,1000.0
226,Москва,ЮАО,р-н Зябликово,Борисово,улица Мусы Джалиля 7К6,1983.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,2.0,6.0,17.0,10,пешком,18000,9.0,16.0,38.0,0.5,2,1125.0
227,Москва,ЮВАО,р-н Люблино,Кубанская,Ставропольская улица 6А,1970.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,3.0,5.0,11,пешком,14000,8.0,11.0,51.0,0.5,1,1272.7272727272727
228,Москва,ЮВАО,р-н Люблино,Кубанская,Люблинская улица 113А,1969.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,9.0,12.0,9,пешком,18000,8.63880341880342,20.0,52.0,0.3333333333333333,1,900.0
229,Москва,САО,р-н Коптево,Коптево,проезд Черепановых 36,1997.0,4.0,1.0,Изолированная,2.0,"1 совмещенный, 1 раздельный",,Дизайнерский,1.0,1.0,16.0,7,пешком,50000,8.63880341880342,25.0,24.0,0.25,3,2000.0
230,Москва,ЮАО,р-н Даниловский,Шаболовская,улица Шаболовка 59К1,1969.0,2.0,1.0,,,,,Косметический,,5.0,5.0,6,пешком,15000,6.0,10.0,52.0,0.5,1,1500.0
231,Москва,ЮАО,р-н Бирюлево Западное,Улица Академика Янгеля,Харьковский проезд 11К2,1973.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,0.0,1.0,12.0,11,на транспорте,13000,6.0,12.0,48.0,0.3333333333333333,1,1083.3333333333333
232,Москва,ЮВАО,р-н Текстильщики,Волжская,улица Юных Ленинцев 18К1,1958.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,5.0,17,пешком,14000,7.0,16.0,63.0,0.5,1,875.0
233,Москва,ЦАО,р-н Якиманка,Полянка,переулок 2-й Хвостов 12,1957.0,3.0,1.0,Изолированная,,1 раздельный,,Без ремонта,,3.0,5.0,4,пешком,15000,7.0,15.0,64.0,0.3333333333333333,0,1000.0
234,Москва,ЦАО,р-н Якиманка,Полянка,переулок 2-й Хвостов 12,1957.0,3.0,1.0,Изолированная,,1 раздельный,,Без ремонта,,3.0,5.0,4,пешком,15000,7.0,15.0,64.0,0.3333333333333333,0,1000.0
235,Москва,СВАО,р-н Бабушкинский,Бабушкинская,Ленская улица 3,1967.0,3.0,1.0,Изолированная,,,Есть,Косметический,,1.0,9.0,7,пешком,15000,7.0,14.0,54.0,0.3333333333333333,1,1071.4285714285713
236,Москва,ЮАО,р-н Орехово-Борисово Южное,Зябликово,Тамбовская улица 8К1,1978.0,3.0,1.0,Изолированная,2.5,1 раздельный,Есть,Косметический,2.0,1.0,12.0,10,пешком,15000,6.0,12.0,43.0,0.3333333333333333,1,1250.0
237,Москва,САО,р-н Восточное Дегунино,Дегунино,Дубнинская улица 6К3,1971.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,2.0,4.0,9.0,5,пешком,14000,7.0,12.0,50.0,0.3333333333333333,2,1166.6666666666667
238,Москва,ВАО,р-н Северное Измайлово,Щелковская,16-я Парковая улица 35,1967.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,8.0,9.0,11,на транспорте,10000,6.0,13.1,54.0,0.3333333333333333,1,763.3587786259542
239,Москва,ЮЗАО,р-н Коньково,Коньково,улица Введенского 27К2,1972.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,7.0,9.0,14,пешком,14000,10.0,12.0,49.0,0.3333333333333333,1,1166.6666666666667
240,Москва,ЮЗАО,р-н Ясенево,Новоясеневская,проезд Карамзина 1К3,1977.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,2.0,9.0,18,пешком,14000,9.0,20.0,44.0,0.3333333333333333,1,700.0
241,Москва,ЮЗАО,р-н Северное Бутово,Бульвар Дмитрия Донского,улица Грина 3К1,1988.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,9.0,17.0,6,пешком,14000,9.0,12.0,33.0,0.3333333333333333,1,1166.6666666666667
242,Москва,ЮАО,р-н Орехово-Борисово Южное,Зябликово,Ясеневая улица 36,1969.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,10.0,16.0,8,пешком,15000,12.0,17.0,52.0,0.5,1,882.3529411764706
243,Москва,ЮЗАО,р-н Ясенево,Ясенево,Голубинская улица 9,1977.0,2.0,1.0,Изолированная,2.64,,,Косметический,,2.0,9.0,15,пешком,15000,8.0,17.0,44.0,0.5,1,882.3529411764706
244,Москва,ЦАО,р-н Пресненский,Улица 1905 года,улица Сергея Макеева 4,1929.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,6.0,13,пешком,16000,8.0,12.0,92.0,0.5,1,1333.3333333333333
245,Москва,ЮЗАО,р-н Ясенево,Ясенево,Соловьиный проезд 8,1978.0,2.0,1.0,Изолированная,2.64,,,Косметический,,6.0,9.0,10,пешком,16000,8.63880341880342,20.0,43.0,0.5,1,800.0
246,Москва,ЮАО,р-н Чертаново Северное,Чертановская,Сумской проезд 13К2,1969.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,7.0,9.0,16,пешком,16000,8.0,14.0,52.0,0.3333333333333333,1,1142.857142857143
247,Москва,СВАО,р-н Лианозово,Алтуфьево,Абрамцевская улица 16Б,1976.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,9.0,16.0,11,пешком,17000,12.0,21.0,45.0,0.3333333333333333,1,809.5238095238095
248,Москва,ЦАО,р-н Таганский,Пролетарская,Иерусалимская улица 6,1971.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,3.0,9.0,8,пешком,15000,7.0,16.0,50.0,0.5,1,937.5
249,Москва,ВАО,р-н Вешняки,Выхино,улица Красный Казанец 15К2,1970.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,6.0,9.0,9,пешком,14000,7.0,15.0,51.0,0.3333333333333333,1,933.3333333333334
250,Москва,САО,р-н Хорошевский,Аэропорт,улица Острякова 8,1952.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,4.0,6.0,6,пешком,15000,12.0,12.0,69.0,0.3333333333333333,1,1250.0
251,Москва,САО,р-н Ховрино,Ховрино,улица Дыбенко 26к1,1969.0,3.0,1.0,,,,,Косметический,,1.0,9.0,6,пешком,13000,8.63880341880342,15.559046052631581,52.0,0.3333333333333333,1,835.5268026089069
252,Москва,ЮЗАО,р-н Котловка,Нахимовский проспект,Севастопольский проспект 45К2,1969.0,2.0,1.0,,,,Есть,Косметический,,3.0,5.0,18,пешком,13000,12.0,16.0,52.0,0.5,1,812.5
253,Москва,ЮАО,р-н Братеево,Алма-Атинская,Ключевая улица 24К1,1996.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,0.0,5.0,14.0,5,пешком,17000,10.0,12.0,25.0,0.3333333333333333,2,1416.6666666666667
254,Москва,ЗАО,р-н Тропарево-Никулино,Юго-Западная,улица 26-ти Бакинских Комиссаров 3к3,1969.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,11.0,14.0,9,пешком,15000,8.63880341880342,15.0,52.0,0.3333333333333333,1,1000.0
255,Москва,ЗелАО,р-н Крюково,Ховрино,Зеленоград мкр. 14-й,1993.0,4.0,1.0,Изолированная,2.64,1 раздельный,,Косметический,,2.0,14.0,98,на транспорте,11000,9.0,18.0,28.0,0.25,1,611.1111111111111
256,Москва,ЮЗАО,р-н Теплый Стан,Теплый Стан,Профсоюзная улица 152К4,1972.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,4.0,9.0,6,пешком,10000,7.0,15.0,49.0,0.3333333333333333,1,666.6666666666666
257,Москва,ЦАО,р-н Пресненский,Улица 1905 года,улица Заморенова 40,1962.0,3.0,1.0,Изолированная,,1 совмещенный,Есть,Косметический,,4.0,5.0,2,пешком,17000,7.0,14.0,59.0,0.3333333333333333,1,1214.2857142857142
258,Москва,СЗАО,р-н Строгино,Строгино,улица Кулакова 1К2,1982.0,3.0,1.0,Изолированная,2.64,,Есть,Косметический,,5.0,16.0,12,пешком,14000,7.0,12.0,39.0,0.3333333333333333,1,1166.6666666666667
259,Москва,ЦАО,р-н Красносельский,Красносельская,Русаковская улица 3С1,1961.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,8.0,5,пешком,17000,10.0,14.0,60.0,0.3333333333333333,1,1214.2857142857142
260,Москва,ЮАО,р-н Зябликово,Шипиловская,Шипиловская улица 57,1969.0,2.0,1.0,,,,,Евроремонт,,2.0,12.0,5,пешком,12000,9.0,17.0,52.0,0.5,2,705.8823529411765
261,Москва,ВАО,р-н Преображенское,Преображенская площадь,2-я Пугачевская улица 8К5,1968.0,2.0,1.0,Изолированная,2.64,,Есть,Косметический,,3.0,9.0,7,пешком,15000,7.0,10.0,53.0,0.5,1,1500.0
262,Москва,ЦАО,р-н Красносельский,Красносельская,Русаковская улица 3С1,1961.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,8.0,5,пешком,17000,10.0,14.0,60.0,0.3333333333333333,1,1214.2857142857142
263,Москва,ЮАО,р-н Зябликово,Шипиловская,Шипиловская улица 57,1969.0,2.0,1.0,,,,,Евроремонт,,2.0,12.0,5,пешком,12000,9.0,17.0,52.0,0.5,2,705.8823529411765
264,Москва,ВАО,р-н Преображенское,Преображенская площадь,2-я Пугачевская улица 8К5,1968.0,2.0,1.0,Изолированная,2.64,,Есть,Косметический,,3.0,9.0,7,пешком,15000,7.0,10.0,53.0,0.5,1,1500.0
265,Москва,СЗАО,р-н Северное Тушино,Сходненская,бульвар Яна Райниса 8,1969.0,3.0,1.0,,,,Есть,Косметический,,7.0,9.0,8,пешком,12000,6.0,10.0,52.0,0.3333333333333333,1,1200.0
266,Москва,ЮЗАО,р-н Ясенево,Ясенево,Литовский бульвар 9/7,1969.0,3.0,1.0,,,,,Косметический,,1.0,9.0,10,пешком,15000,8.63880341880342,15.559046052631581,52.0,0.3333333333333333,1,964.0693876256619
267,Москва,ВАО,р-н Восточное Измайлово,Первомайская,15-я Парковая улица 29К4,1962.0,3.0,1.0,Смежная,2.48,1 раздельный,Есть,Косметический,2.0,5.0,5.0,15,пешком,9000,6.0,16.0,59.0,0.3333333333333333,1,562.5
268,Москва,ЮЗАО,р-н Южное Бутово,Бунинская аллея,улица Адмирала Руднева 18,2003.0,4.0,2.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,3.0,9.0,3,пешком,15000,14.0,12.0,18.0,0.5,1,1250.0
269,Москва,ЮЗАО,р-н Академический,Крымская,Большая Черемушкинская улица 2К2,1966.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,8.0,9.0,10,пешком,15000,7.0,12.0,55.0,0.3333333333333333,1,1250.0
270,Москва,ЗАО,р-н Филевский парк,Багратионовская,Барклая улица 5К5,1969.0,2.0,1.0,,,1 раздельный,Есть,Косметический,,5.0,5.0,7,пешком,16000,7.0,14.0,52.0,0.5,1,1142.857142857143
271,Москва,ЮАО,р-н Даниловский,Автозаводская,улица Трофимова 1/17,1956.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,2.0,9.0,4,пешком,17000,9.0,22.0,65.0,0.3333333333333333,1,772.7272727272727
272,Москва,ЦАО,р-н Замоскворечье,Павелецкая,1-й Новокузнецкий переулок 13,1969.0,3.0,1.0,,,,,Косметический,,1.0,9.0,7,пешком,17000,8.63880341880342,15.559046052631581,52.0,0.3333333333333333,1,1092.6119726424167
273,Москва,ЮВАО,р-н Лефортово,Лефортово,Юрьевский переулок 16К1,1982.0,2.0,1.0,Изолированная,2.48,1 раздельный,Есть,Косметический,2.0,7.0,16.0,9,пешком,15000,8.0,15.0,39.0,0.5,1,1000.0
274,Москва,ЮВАО,р-н Печатники,Печатники,Шоссейная улица 29к2,1981.0,3.0,1.0,Изолированная,2.48,1 раздельный,Есть,Косметический,,6.0,12.0,16,пешком,13000,9.0,16.0,40.0,0.3333333333333333,1,812.5
275,Москва,ЮЗАО,р-н Обручевский,Беляево,улица Саморы Машела 8к3,2003.0,6.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,,10.0,22.0,20,пешком,13000,7.0,5.0,18.0,0.16666666666666666,2,2600.0
276,Москва,ЮВАО,р-н Рязанский,Окская,Окская улица 42/1К2,1965.0,2.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Косметический,2.0,6.0,9.0,7,пешком,12000,7.5,9.0,56.0,0.5,1,1333.3333333333333
277,Москва,САО,р-н Сокол,Сокол,Песчаный переулок 14К1,1965.0,3.0,1.0,Смежная,,1 раздельный,Есть,Косметический,,5.0,5.0,10,пешком,13000,6.0,20.0,56.0,0.3333333333333333,1,650.0
278,Москва,СЗАО,р-н Строгино,Строгино,улица Маршала Катукова 22к1,1980.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,,1.0,12.0,3,пешком,15000,7.0,11.0,41.0,0.3333333333333333,1,1363.6363636363637
279,Москва,ЮАО,р-н Царицыно,Царицыно,Ереванская улица 12К2,1965.0,2.0,1.0,,2.48,1 раздельный,Есть,Косметический,2.0,2.0,5.0,10,пешком,15000,8.63880341880342,20.0,56.0,0.5,1,750.0
280,Москва,СВАО,р-н Алтуфьевский,Бескудниково,Инженерная улица 9К1,1979.0,2.0,1.0,,2.64,1 раздельный,Есть,Косметический,,10.0,12.0,5,пешком,12000,9.0,16.0,42.0,0.5,1,750.0
281,Москва,ЮЗАО,р-н Обручевский,Беляево,улица Саморы Машела 8к3,2003.0,6.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,0.0,10.0,22.0,20,пешком,10000,7.0,7.0,18.0,0.16666666666666666,2,1428.5714285714287
282,Москва,ЮВАО,р-н Люблино,Люблино,Тихорецкий бульвар 16,1977.0,3.0,1.0,Изолированная,,,Есть,Косметический,,1.0,12.0,11,пешком,12000,9.0,18.0,44.0,0.3333333333333333,1,666.6666666666666
283,Москва,ЮЗАО,р-н Теплый Стан,Теплый Стан,Профсоюзная улица 156К3,1972.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,7.0,9.0,9,пешком,14000,7.0,10.0,49.0,0.3333333333333333,1,1400.0
284,Москва,СЗАО,р-н Северное Тушино,Планерная,улица Вилиса Лациса 27,2005.0,2.0,1.0,Изолированная,2.64,2 раздельных,,Евроремонт,,2.0,17.0,15,пешком,14000,8.63880341880342,5.0,16.0,0.5,2,2800.0
285,Москва,САО,р-н Бескудниковский,Верхние Лихоборы,Бескудниковский бульвар 10К3,1965.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,2.0,2.0,9.0,7,пешком,16000,9.0,9.0,56.0,0.5,2,1777.7777777777778
286,Москва,ЮЗАО,р-н Ясенево,Ясенево,Голубинская улица 19,1976.0,3.0,1.0,Смежная,2.64,1 раздельный,,Косметический,,7.0,9.0,10,пешком,13000,10.0,18.0,45.0,0.3333333333333333,1,722.2222222222222
287,Москва,ЗАО,р-н Раменки,Мичуринский проспект,улица Раменки 25К1,1969.0,2.0,1.0,,,,,Косметический,,7.0,17.0,12,пешком,17000,8.0,15.0,52.0,0.5,1,1133.3333333333333
288,Москва,СВАО,р-н Отрадное,Отрадное,проезд Якушкина 3,1969.0,3.0,1.0,,,,Есть,Косметический,,5.0,9.0,5,пешком,14000,8.0,10.0,52.0,0.3333333333333333,1,1400.0
289,Москва,СВАО,р-н Бибирево,Бибирево,улица Пришвина 3,1969.0,3.0,1.0,,,1 совмещенный,Есть,Косметический,,6.0,12.0,10,пешком,14000,10.0,16.0,52.0,0.3333333333333333,1,875.0
290,Москва,ЮЗАО,р-н Теплый Стан,Коньково,Профсоюзная улица 130К3,1972.0,3.0,1.0,Изолированная,,,Есть,Косметический,,4.0,9.0,5,пешком,15000,7.0,15.0,49.0,0.3333333333333333,1,1000.0
291,Москва,СВАО,р-н Останкинский,ВДНХ,Звездный бульвар 22К1,1960.0,2.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Косметический,0.0,6.0,8.0,10,пешком,14000,6.0,12.0,61.0,0.5,1,1166.6666666666667
292,Москва,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,мкр. Град Московский улица Радужная,2010.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,8.0,17.0,43,на транспорте,10000,15.0,18.0,11.0,0.5,1,555.5555555555555
293,Москва,САО,р-н Коптево,Красный Балтиец,улица Приорова 5,1965.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,0.0,8.0,9.0,5,пешком,14000,7.0,14.0,56.0,0.5,1,1000.0
294,Москва,ЮАО,р-н Царицыно,Москворечье,улица Медиков 13,1968.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,7.0,9.0,12,пешком,12000,7.0,12.0,53.0,0.3333333333333333,1,1000.0
295,Москва,СЗАО,р-н Строгино,Строгино,улица Кулакова 8,1979.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,,5.0,9.0,10,пешком,14000,6.6,11.0,42.0,0.3333333333333333,1,1272.7272727272727
296,Москва,ЮЗАО,р-н Теплый Стан,Тропарево,улица Академика Варги 28,1969.0,3.0,1.0,,,1 раздельный,Есть,Косметический,,3.0,9.0,18,пешком,13000,8.0,15.0,52.0,0.3333333333333333,1,866.6666666666666
297,Москва,САО,р-н Коптево,Лихоборы,проезд Черепановых 58,1969.0,3.0,1.0,,,1 раздельный,Есть,Косметический,,4.0,5.0,12,пешком,15000,8.5,16.7,52.0,0.3333333333333333,1,898.2035928143713
298,Москва,ЮАО,р-н Даниловский,Тульская,Даниловская набережная 2к4,1969.0,3.0,1.0,,,,,Косметический,,8.0,9.0,20,пешком,15000,10.0,21.0,52.0,0.3333333333333333,1,714.2857142857143
299,Москва,ЮАО,р-н Даниловский,Автозаводская,3-й Автозаводский проезд 4,1960.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,6.0,8.0,4,пешком,15000,9.0,18.0,61.0,0.3333333333333333,1,833.3333333333334
300,Москва,ЗелАО,р-н Крюково,Крюково,мкр. 16-й к1606,1993.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,14.0,17.0,20,пешком,12000,9.0,14.0,28.0,0.3333333333333333,1,857.1428571428571
301,Москва,ЮЗАО,р-н Теплый Стан,Коньково,Профсоюзная улица 132К2,1972.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,12.0,7,пешком,15000,7.0,14.0,49.0,0.3333333333333333,1,1071.4285714285713
302,Москва,ЗАО,р-н Кунцево,Молодежная,улица Академика Павлова 16,1961.0,3.0,1.0,Изолированная,2.48,1 совмещенный,Есть,Косметический,2.0,1.0,5.0,15,пешком,17000,7.0,10.0,60.0,0.3333333333333333,1,1700.0
303,Москва,ЮАО,р-н Орехово-Борисово Северное,Орехово,улица Маршала Захарова 12к1,1988.0,3.0,1.0,Изолированная,2.64,,Есть,Косметический,,14.0,17.0,10,пешком,14000,10.0,16.0,33.0,0.3333333333333333,1,875.0
304,Москва,ЮАО,р-н Чертаново Северное,Чертановская,Сумской проезд 2К1,1973.0,2.0,1.0,Изолированная,,1 совмещенный,Есть,Косметический,,1.0,12.0,9,пешком,15000,8.0,15.0,48.0,0.5,1,1000.0
305,Москва,САО,р-н Дмитровский,Лианозово,Дмитровское шоссе 127К2,1936.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,5.0,17,пешком,15000,9.0,24.0,85.0,0.5,1,625.0
306,Москва,СЗАО,р-н Северное Тушино,Планерная,улица Вилиса Лациса 27,2005.0,2.0,1.0,Изолированная,2.64,2 раздельных,,Евроремонт,,2.0,17.0,15,пешком,14000,8.63880341880342,5.0,16.0,0.5,2,2800.0
307,Москва,ЗАО,р-н Кунцево,Рабочий поселок,улица Ивана Франко 40К1,1983.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,1.0,12.0,5,пешком,15000,25.0,9.0,38.0,0.3333333333333333,1,1666.6666666666667
308,Москва,ЮАО,р-н Орехово-Борисово Северное,Орехово,Шипиловская улица 11К2,1976.0,2.0,1.0,Изолированная,2.48,1 раздельный,Есть,Косметический,2.0,3.0,12.0,14,пешком,16000,9.0,18.0,45.0,0.5,1,888.8888888888889
309,Москва,СВАО,р-н Отрадное,Отрадное,улица Декабристов 34,1979.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,6.0,12.0,10,пешком,15000,9.0,12.0,42.0,0.3333333333333333,1,1250.0
310,Москва,ЗАО,р-н Солнцево,Солнцево,Солнцевский проспект 1,1989.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,2.0,16.0,22.0,3,пешком,16000,10.0,15.0,32.0,0.5,2,1066.6666666666667
311,Москва,ЮВАО,р-н Люблино,Люблино,Армавирская улица 23/18,1969.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,4.0,5.0,7,пешком,15000,6.0,19.0,52.0,0.3333333333333333,1,789.4736842105264
312,Москва,ВАО,р-н Вешняки,Выхино,улица Красный Казанец 1К2,1969.0,3.0,1.0,,,,,Косметический,,4.0,9.0,17,пешком,12000,6.0,18.0,52.0,0.3333333333333333,1,666.6666666666666
313,Москва,ЮЗАО,р-н Теплый Стан,Теплый Стан,улица Генерала Тюленева 39,1969.0,3.0,1.0,,,,,Косметический,,4.0,9.0,11,пешком,14000,6.0,15.0,52.0,0.3333333333333333,1,933.3333333333334
314,Москва,СВАО,р-н Ярославский,Ростокино,Ярославское шоссе 124,2007.0,2.0,1.0,Изолированная,,1 раздельный,,Евроремонт,0.0,11.0,23.0,19,на транспорте,16000,8.63880341880342,9.0,14.0,0.5,2,1777.7777777777778
315,Москва,ЮВАО,р-н Марьино,Братиславская,Братиславская улица 8,2000.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,8.0,17.0,3,пешком,15000,10.0,12.0,21.0,0.5,1,1250.0
316,Москва,СВАО,р-н Отрадное,Отрадное,улица Декабристов 29А,1975.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,2.0,4.0,9.0,4,пешком,16000,7.0,12.0,46.0,0.3333333333333333,2,1333.3333333333333
317,Москва,СВАО,р-н Отрадное,Отрадное,улица Декабристов 35А,1975.0,3.0,1.0,Смежная,2.64,1 раздельный,Есть,Косметический,2.0,9.0,9.0,8,пешком,10000,6.0,15.0,46.0,0.3333333333333333,1,666.6666666666666
318,Москва,ЮЗАО,р-н Ясенево,Ясенево,Литовский бульвар 11К5,1978.0,3.0,1.0,,2.64,1 раздельный,Есть,Косметический,2.0,1.0,9.0,12,пешком,14000,6.0,14.0,43.0,0.3333333333333333,1,1000.0
319,Москва,СЗАО,р-н Митино,Митино,переулок 3-й Митинский 1,1994.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,,10.0,17.0,11,пешком,15000,10.0,18.0,27.0,0.5,1,833.3333333333334
320,Москва,ЗАО,р-н Солнцево,Солнцево,Наро-Фоминская улица 11,1961.0,2.0,1.0,,,1 совмещенный,Есть,Косметический,2.0,4.0,4.0,10,пешком,12000,6.0,14.0,60.0,0.5,1,857.1428571428571
321,Москва,ЮВАО,р-н Лефортово,Авиамоторная,улица Пруд-Ключики 5,1969.0,4.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,4.0,5.0,3,пешком,16000,10.0,14.0,52.0,0.25,1,1142.857142857143
322,Москва,ЮЗАО,р-н Коньково,Беляево,улица Генерала Антонова 5К2,1969.0,3.0,1.0,,,,,Косметический,,5.0,9.0,7,пешком,16000,8.0,18.0,52.0,0.3333333333333333,1,888.8888888888889
323,Москва,ЦАО,р-н Басманный,Электрозаводская,улица Госпитальный Вал 5К15,1950.0,3.0,1.0,,,1 раздельный,Есть,Косметический,2.0,3.0,4.0,14,пешком,15000,8.0,12.0,71.0,0.3333333333333333,1,1250.0
324,Москва,ЮАО,р-н Бирюлево Западное,Лесопарковая,Востряковский проезд 11К2,1969.0,2.0,1.0,,,,Есть,Косметический,,2.0,9.0,35,на транспорте,13000,6.0,10.0,52.0,0.5,1,1300.0
325,Москва,ВАО,р-н Восточное Измайлово,Первомайская,13-я Парковая улица 8/25,1955.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,2.0,5.0,10,пешком,13000,7.0,17.0,66.0,0.3333333333333333,1,764.7058823529412
326,Москва,ЗАО,р-н Ново-Переделкино,Новопеределкино,улица Скульптора Мухиной 1,1989.0,4.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,1.0,14.0,6,пешком,14000,9.0,12.0,32.0,0.25,1,1166.6666666666667
327,Москва,САО,р-н Головинский,Коптево,Кронштадтский бульвар 30К3,1969.0,2.0,1.0,Изолированная,,1 совмещенный,,Косметический,,7.0,12.0,15,пешком,16000,6.0,14.0,52.0,0.5,1,1142.857142857143
328,Москва,ЮВАО,р-н Печатники,Печатники,улица Гурьянова 25/1,1973.0,2.0,1.0,Изолированная,2.64,,Есть,Косметический,,2.0,9.0,11,пешком,13000,7.0,11.0,48.0,0.5,1,1181.8181818181818
329,Москва,ЮАО,р-н Чертаново Центральное,Южная,Чертановская улица 21К1,1969.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,8.0,9.0,10,пешком,14000,6.0,20.0,52.0,0.5,1,700.0
330,Москва,СВАО,р-н Бибирево,Алтуфьево,Алтуфьевское шоссе 92,1969.0,4.0,1.0,,,,,Евроремонт,,6.0,22.0,2,пешком,17000,14.0,20.0,52.0,0.25,2,850.0
331,Москва,СВАО,р-н Алтуфьевский,Бескудниково,Инженерная улица 8,1959.0,3.0,1.0,Изолированная,,1 совмещенный,Есть,Косметический,2.0,3.0,5.0,11,пешком,13000,6.0,10.0,62.0,0.3333333333333333,1,1300.0
332,Москва,ЮЗАО,р-н Котловка,Нагорная,Нагорный бульвар 7,1961.0,3.0,1.0,,2.48,,,Без ремонта,1.0,2.0,5.0,14,пешком,13000,8.63880341880342,18.0,60.0,0.3333333333333333,0,722.2222222222222
333,Москва,САО,р-н Войковский,Войковская,4-й Новоподмосковный переулок 3,1939.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,3.0,5.0,5,пешком,16000,8.0,14.0,82.0,0.3333333333333333,1,1142.857142857143
